Data Recorder CSV-File Format
PC Time (yyyy:mm:dd/h m s ms);2020/2/5 13h45m47s
Last Sample (d h m s ms);2h4m39s796ms
Sampling Rate (h m s ms);20ms
Minimum Sampling Time (h m s ms);0ms
Average Sampling Time (h m s ms);31ms
Maximum Sampling Time (h m s ms);63ms
Channel(s);8
Description;TYPE;Color;Width;0-Axis; Lowest Value; Highest Value; Address
h1_line_speed;REAL;0;0;5;0,;286,9656372;DLD0
h1_product_len;REAL;255;0;30;14,8419323;591,5266724;DLD2
h1_tension_1_avg;REAL;65280;0;55;526,6845093;561,9533691;DDT1038
h1_on_baord_ten_raw;REAL;16711680;0;80;0,5568000078;0,6047999859;DDT1104
h1_wrap_ten;REAL;8421504;0;105;-4,879947186;0,4807486832;DDT1130
h1_std_dev;REAL;8750591;0;130;1,606152207e-002;0,3629674613;DDT1132
h1_tape_ten_vdc;REAL;26367;0;155;0,;0,;DDT1080
h1_flyer_rpm;REAL;32768;0;180;0,;459,1450195;DDT1066
Number of Samples;239400

Time;h1_line_speed;h1_product_len;h1_tension_1_avg;h1_on_baord_ten_raw;h1_wrap_ten;h1_std_dev;h1_tape_ten_vdc;h1_flyer_rpm;
0:0:5:437;57,52884674;14,92821884;531,1531372;0,5759999752;-3,019109726;0,2089937478;0,;92,04615784;
0:0:5:468;57,52884674;14,92821884;531,1876831;0,5751999617;-3,014966488;0,2085154206;0,;92,04615784;
0:0:5:500;57,52884674;14,92966366;531,2119141;0,5744000077;-3,011200666;0,2080080956;0,;92,04615784;
0:0:5:530;57,52884674;14,92966366;531,2003174;0,5744000077;-3,008564234;0,2072697431;0,;92,04615784;
0:0:5:562;57,52884674;14,92966366;531,0985718;0,5735999942;-3,006492615;0,2065902352;0,;92,04615784;
0:0:5:593;57,52884674;14,93133926;530,9440918;0,5727999806;-3,005551338;0,2063446194;0,;92,04615784;
0:0:5:625;57,52884674;14,93133926;530,7827148;0,5719999671;-3,005927801;0,2064091563;0,;92,04615784;
0:0:5:655;57,52884674;14,93133926;530,6477661;0,5712000132;-3,007811069;0,2068931311;0,;92,04615784;
0:0:5:687;57,52884674;14,93301487;530,5595703;0,5712000132;-3,012330294;0,2077411711;0,;92,04615784;
0:0:5:718;57,52884674;14,93301487;530,5963745;0,5712000132;-3,016096115;0,2082286924;0,;92,04615784;
0:0:5:750;57,52884674;14,93301487;530,6776733;0,5719999671;-3,019297838;0,2080783397;0,;92,04615784;
0:0:5:780;57,52884674;14,93445969;530,8740845;0,5719999671;-3,023063898;0,2075867802;0,;92,04615784;
0:0:5:812;57,52884674;14,93445969;531,0748291;0,5727999806;-3,025511742;0,2068447471;0,;92,04615784;
0:0:5:843;57,52884674;14,93445969;531,2702637;0,5735999942;-3,027771235;0,2059730589;0,;92,04615784;
0:0:5:875;57,52884674;14,93613529;531,432373;0,5744000077;-3,028524399;0,2056759596;0,;92,04615784;
0:0:5:905;57,52884674;14,93613529;531,5587769;0,5751999617;-3,027771235;0,2061451226;0,;92,04615784;
0:0:5:937;57,52884674;14,93613529;531,6140137;0,5751999617;-3,026264906;0,2070719749;0,;92,04615784;
0:0:5:968;57,52884674;14,9378109;531,6559448;0,5759999752;-3,024005413;0,2079224735;0,;92,04615784;
0:0:6:0;57,52884674;14,9378109;531,7210083;0,5759999752;-3,020992756;0,2096917629;0,;92,04615784;
0:0:6:30;57,52884674;14,9378109;531,8463745;0,5751999617;-3,017038345;0,2103724629;0,;92,04615784;
0:0:6:62;57,52884674;14,93925571;532,0405884;0,5751999617;-3,013272047;0,2099066526;0,;92,04615784;
0:0:6:92;57,52884674;14,93925571;532,2987061;0,5751999617;-3,009505749;0,2093720138;0,;92,04615784;
0:0:6:125;57,52884674;14,93925571;532,6379395;0,5744000077;-3,004986525;0,2084696293;0,;92,04615784;
0:0:6:155;57,52884674;14,94093132;532,8725586;0,5744000077;-3,002350092;0,2076535374;0,;92,04615784;
0:0:6:187;57,52884674;14,94093132;533,090332;0,5735999942;-3,000655413;0,2070733458;0,;92,04615784;
0:0:6:217;57,52884674;14,94093132;533,3078003;0,5727999806;-2,999337435;0,2064678073;0,;92,04615784;
0:0:6:250;57,52884674;14,94260693;533,5668945;0,5727999806;-2,999525547;0,2065057158;0,;92,04615784;
0:0:6:280;57,52884674;14,94260693;533,769043;0,5719999671;-3,001220226;0,2069258839;0,;92,04615784;
0:0:6:312;57,52884674;14,94260693;533,9486694;0,5712000132;-3,004233122;0,2074843198;0,;92,04615784;
0:0:6:343;57,52884674;14,94260693;534,1455078;0,5712000132;-3,007998705;0,2081194222;0,;92,04615784;
0:0:6:375;57,52884674;14,94405174;534,4197388;0,5712000132;-3,013647795;0,2076635808;0,;92,04615784;
0:0:6:405;57,52884674;14,94405174;534,6888428;0,5719999671;-3,017225266;0,2075090706;0,;92,04615784;
0:0:6:437;57,52884674;14,94405174;534,9910278;0,5719999671;-3,020237923;0,2071505636;0,;92,04615784;
0:0:6:468;57,52884674;14,94572735;535,2609863;0,5727999806;-3,022874117;0,2065429091;0,;92,04615784;
0:0:6:500;57,52884674;14,94572735;535,5697021;0,5735999942;-3,025510073;0,2054688483;0,;92,04615784;
0:0:6:530;57,52884674;14,94572735;535,8135376;0,5744000077;-3,026075125;0,2052519917;0,;92,04615784;
0:0:6:562;57,52884674;14,94740295;536,0571899;0,5751999617;-3,02513361;0,2057845294;0,;92,04615784;
0:0:6:593;57,52884674;14,94740295;536,300354;0,5759999752;-3,022874117;0,2071428895;0,;92,04615784;
0:0:6:625;57,52884674;14,94740295;536,6144409;0,5759999752;-3,019108057;0,2093328387;0,;92,04615784;
0:0:6:655;57,52884674;14,94884777;536,8427124;0,5759999752;-3,015341759;0,2105927616;0,;92,04615784;
0:0:6:687;57,52884674;14,94884777;537,0817871;0,5759999752;-3,011199236;0,2113899589;0,;92,04615784;
0:0:6:718;57,52884674;14,94884777;537,3327637;0,5759999752;-3,006491661;0,2114253044;0,;92,04615784;
0:0:6:750;57,52884674;14,95052338;537,689209;0,5751999617;-3,000277519;0,2098062038;0,;92,04615784;
0:0:6:780;57,52884674;14,95052338;538,0014648;0,5744000077;-2,995758533;0,2078543156;0,;92,04615784;
0:0:6:812;57,52884674;14,95052338;538,2755127;0,5744000077;-2,992557526;0,2061858326;0,;92,04615784;
0:0:6:843;57,52884674;14,95219898;538,5712891;0,5735999942;-2,98954463;0,2047612518;0,;92,04615784;
0:0:6:875;57,52884674;14,95219898;538,7952271;0,5727999806;-2,988226652;0,2041643411;0,;92,04615784;
0:0:6:905;57,52884674;14,95219898;539,0033569;0,5727999806;-2,988414764;0,204213202;0,;92,04615784;
0:0:6:937;57,52884674;14,9536438;539,1906128;0,5719999671;-2,989732981;0,2046356946;0,;92,04615784;
0:0:6:968;57,52884674;14,9536438;539,3800659;0,5712000132;-2,993687153;0,2052430511;0,;92,04615784;
0:0:7:0;57,52884674;14,9536438;539,5001221;0,5712000132;-2,998206377;0,2052013725;0,;92,04615784;
0:0:7:30;57,52884674;14,9536438;539,6564941;0,5719999671;-3,002537012;0,2048521489;0,;92,04615784;
0:0:7:62;57,52884674;14,9536438;539,8480225;0,5719999671;-3,006303549;0,2037937939;0,;92,04615784;
0:0:7:92;57,52884674;14,9536438;540,0941772;0,5727999806;-3,010822773;0,2022482604;0,;92,04615784;
0:0:7:125;57,52884674;14,9553194;540,3081665;0,5727999806;-3,013647079;0,2008055747;0,;92,04615784;
0:0:7:155;57,52884674;14,9553194;540,5505981;0,5735999942;-3,015529871;0,1999934614;0,;92,04615784;
0:0:7:187;57,52884674;14,9553194;540,8365479;0,5744000077;-3,016471386;0,1994020045;0,;92,04615784;
0:0:7:217;57,52884674;14,95699501;541,2045898;0,5759999752;-3,015530109;0,2000821233;0,;92,04615784;
0:0:7:250;57,52884674;14,95699501;541,4313965;0,5759999752;-3,013082027;0,2018725276;0,;92,04615784;
0:0:7:280;57,52884674;14,95699501;541,5977783;0,5759999752;-3,010069132;0,2035322636;0,;92,04615784;
0:0:7:312;57,52884674;14,95843983;541,7362061;0,5759999752;-3,006303072;0,2046615779;0,;92,04615784;
0:0:7:343;57,52884674;14,95843983;541,8695068;0,5759999752;-3,000842333;0,2051315755;0,;92,04615784;
0:0:7:375;57,52884674;14,95843983;541,9429932;0,5759999752;-2,995569706;0,2040248364;0,;92,04615784;
0:0:7:405;57,52884674;14,96011543;542,0525513;0,5751999617;-2,990296841;0,2021618783;0,;92,04615784;
0:0:7:437;57,52884674;14,96011543;542,22052;0,5751999617;-2,985777378;0,1999097466;0,;92,04615784;
0:0:7:468;57,52884674;14,96011543;542,5113525;0,5744000077;-2,980880976;0,1964238733;0,;92,04615784;
0:0:7:500;57,52884674;14,96179104;542,7860107;0,5735999942;-2,978432894;0,1946570873;0,;92,04615784;
0:0:7:530;57,52884674;14,96179104;543,0610352;0,5727999806;-2,976549625;0,1933080554;0,;92,04615784;
0:0:7:562;57,52884674;14,96179104;543,3539429;0,5719999671;-2,975984812;0,1928427517;0,;92,04615784;
0:0:7:593;57,52884674;14,96321487;543,5541992;0,5719999671;-2,977114677;0,1935872883;0,;92,04615784;
0:0:7:625;57,52884674;14,96321487;543,7217407;0,5712000132;-2,979750872;0,1948036849;0,;92,04615784;
0:0:7:655;57,52884674;14,96321487;543,8759766;0,5712000132;-2,983516693;0,1959507018;0,;92,04615784;
0:0:7:687;57,52884674;14,96491146;544,022644;0,5719999671;-2,988223553;0,1972742379;0,;92,04615784;
0:0:7:718;57,52884674;14,96491146;544,1297607;0,5719999671;-2,99123621;0,1973400563;0,;92,04615784;
0:0:7:750;57,52884674;14,96491146;544,2543945;0,5727999806;-2,993872643;0,1970910132;0,;92,04615784;
0:0:7:780;57,52884674;14,96658707;544,4302979;0,5727999806;-2,996132374;0,1965394169;0,;92,04615784;
0:0:7:812;57,52884674;14,96658707;544,7349854;0,5744000077;-2,998203039;0,1956476271;0,;92,04615784;
0:0:7:843;57,52884674;14,96658707;545,0118408;0,5751999617;-2,99839139;0,1955078244;0,;92,04615784;
0:0:7:875;57,52884674;14,9680109;545,2697144;0,5759999752;-2,997262001;0,1961631477;0,;92,04615784;
0:0:7:905;57,52884674;14,9680109;545,458374;0,5759999752;-2,99500227;0,1978069395;0,;92,04615784;
0:0:7:937;57,52884674;14,9680109;545,697998;0,5759999752;-2,991235018;0,199573487;0,;92,04615784;
0:0:7:968;57,52884674;14,96968651;545,8137207;0,5759999752;-2,988033295;0,2007872015;0,;92,04615784;
0:0:8:0;57,52884674;14,96968651;545,9117432;0,5759999752;-2,98426652;0,2015204132;0,;92,04615784;
0:0:8:31;57,52884674;14,96968651;546,0176392;0,5759999752;-2,979935408;0,2014830709;0,;92,04615784;
0:0:8:61;57,52884674;14,97138309;546,1192017;0,5759999752;-2,974285841;0,2010077387;0,;92,04615784;
0:0:8:92;57,52884674;14,97138309;546,2558594;0,5751999617;-2,969954729;0,2003133893;0,;92,04615784;
0:0:8:125;57,52884674;14,97138309;546,4227905;0,5744000077;-2,966377497;0,1988274008;0,;92,04615784;
0:0:8:156;57,52884674;14,97280693;546,65979;0,5735999942;-2,963929176;0,1977103204;0,;92,04615784;
0:0:8:186;57,52884674;14,97280693;546,8845825;0,5727999806;-2,962799072;0,1969953924;0,;92,04615784;
0:0:8:217;57,52884674;14,97280693;547,1097412;0,5727999806;-2,962799072;0,1969953924;0,;92,04615784;
0:0:8:250;57,52884674;14,97448254;547,3952637;0,5719999671;-2,96487093;0,1979863495;0,;92,04615784;
0:0:8:281;57,52884674;14,97448254;547,598938;0,5712000132;-2,968071699;0,1993672997;0,;92,04615784;
0:0:8:311;57,52884674;14,97448254;547,7246094;0,5712000132;-2,971837521;0,2007077187;0,;92,04615784;
0:0:8:343;57,52884674;14,97448254;547,8129883;0,5719999671;-2,975603104;0,2019686103;0,;92,04615784;
0:0:8:375;57,52884674;14,97615814;547,8765259;0,5719999671;-2,979368925;0,2022773027;0,;92,04615784;
0:0:8:406;57,52884674;14,97615814;547,9404297;0,5727999806;-2,981817007;0,2020460069;0,;92,04615784;
0:0:8:436;57,52884674;14,97615814;548,0189209;0,5727999806;-2,984076738;0,201643154;0,;92,04615784;
0:0:8:468;57,52884674;14,97760296;548,1312256;0,5735999942;-2,985394478;0,201308012;0,;92,04615784;
0:0:8:500;57,52884674;14,97760296;548,3843994;0,5751999617;-2,985394478;0,2013960481;0,;92,04615784;
0:0:8:531;57,52884674;14,97760296;548,6390381;0,5759999752;-2,983700275;0,2022387236;0,;92,04615784;
0:0:8:561;57,52884674;14,97927856;548,9473877;0,5759999752;-2,981252432;0,2036281824;0,;92,04615784;
0:0:8:593;57,52884674;14,97927856;549,2075806;0,5767999887;-2,977674723;0,2056687921;0,;92,04615784;
0:0:8:625;57,52884674;14,97927856;549,4557495;0,5767999887;-2,972778797;0,2074538916;0,;92,04615784;
0:0:8:656;57,52884674;14,98095417;549,6070557;0,5767999887;-2,967882872;0,208003968;0,;92,04615784;
0:0:8:686;57,52884674;14,98095417;549,7388916;0,5759999752;-2,963175297;0,2076567709;0,;92,04615784;
0:0:8:718;57,52884674;14,98095417;549,8982544;0,5759999752;-2,957337856;0,2064041346;0,;92,04615784;
0:0:8:750;57,52884674;14,98239899;550,0126343;0,5751999617;-2,953383446;0,2050136477;0,;92,04615784;
0:0:8:781;57,52884674;14,98239899;550,1433105;0,5744000077;-2,949994087;0,2031809539;0,;92,04615784;
0:0:8:811;57,52884674;14,98239899;550,3276367;0,5735999942;-2,947922707;0,2021512687;0,;92,04615784;
0:0:8:843;57,52884674;14,98407459;550,5939941;0,5735999942;-2,946416378;0,2011854351;0,;92,04615784;
0:0:8:875;57,52884674;14,98407459;550,8237915;0,5727999806;-2,94660449;0,2012741119;0,;92,04615784;
0:0:8:906;57,52884674;14,98407459;551,0437012;0,5712000132;-2,948676109;0,2020584643;0,;92,04615784;
0:0:8:936;57,52884674;14,98407459;551,2877197;0,5712000132;-2,953571796;0,2039670944;0,;92,04615784;
0:0:8:968;57,52884674;14,98407459;551,4718018;0,5712000132;-2,958091021;0,2048124075;0,;92,04615784;
0:0:9:0;57,52884674;14,98407459;551,6481934;0,5719999671;-2,962422132;0,2053101659;0,;92,04615784;
0:0:9:31;57,52884674;14,9857502;551,7767944;0,5719999671;-2,966188192;0,2049918473;0,;92,04615784;
0:0:9:61;57,52884674;14,9857502;551,8828125;0,5727999806;-2,970707417;0,2043450773;0,;92,04615784;
0:0:9:92;57,52884674;14,9857502;551,9326172;0,5735999942;-2,973720551;0,2032759935;0,;92,04615784;
0:0:9:125;57,52884674;14,98719501;551,9779663;0,5744000077;-2,975414991;0,2023458183;0,;92,04615784;
0:0:9:156;57,52884674;14,98719501;552,0563354;0,5751999617;-2,975980043;0,2020028532;0,;92,04615784;
0:0:9:186;57,52884674;14,98719501;552,2637329;0,5759999752;-2,975038528;0,202661097;0,;92,04615784;
0:0:9:217;57,52884674;14,98887062;552,4868164;0,5759999752;-2,972967386;0,2039829195;0,;92,04615784;
0:0:9:250;57,52884674;14,98887062;552,7302246;0,5759999752;-2,970707655;0,2052972466;0,;92,04615784;
0:0:9:281;57,52884674;14,98887062;552,9824829;0,5759999752;-2,967130184;0,2066248506;0,;92,04615784;
0:0:9:311;57,52884674;14,99054623;553,1364136;0,5759999752;-2,963364124;0,2069578618;0,;92,04615784;
0:0:9:343;57,52884674;14,99054623;553,2314453;0,5759999752;-2,958844662;0,2062365711;0,;92,04615784;
0:0:9:375;57,52884674;14,99054623;553,2568359;0,5751999617;-2,954325438;0,2054139823;0,;92,04615784;
0:0:9:406;57,52884674;14,99199104;553,2284546;0,5744000077;-2,950182676;0,2041353583;0,;92,04615784;
0:0:9:436;57,52884674;14,99199104;553,1500854;0,5744000077;-2,947922945;0,2031137347;0,;92,04615784;
0:0:9:468;57,52884674;14,99199104;553,072998;0,5735999942;-2,946416616;0,202415362;0,;92,04615784;
0:0:9:500;57,52884674;14,99366665;552,9877319;0,5727999806;-2,945851564;0,2021501511;0,;92,04615784;
0:0:9:531;57,52884674;14,99366665;552,9650269;0,5719999671;-2,94698143;0,2028537691;0,;92,04615784;
0:0:9:561;57,52884674;14,99366665;553,0044556;0,5712000132;-2,949617863;0,2040567994;0,;92,04615784;
0:0:9:593;57,52884674;14,99534225;553,1104736;0,5712000132;-2,953383923;0,2057043463;0,;92,04615784;
0:0:9:625;57,52884674;14,99534225;553,3014526;0,5712000132;-2,958091497;0,2076492012;0,;92,04615784;
0:0:9:656;57,52884674;14,99534225;553,4624634;0,5719999671;-2,962610722;0,2083815187;0,;92,04615784;
0:0:9:686;57,52884674;14,99678707;553,5878296;0,5719999671;-2,965811968;0,2086272985;0,;92,04615784;
0:0:9:718;57,52884674;14,99678707;553,6401367;0,5727999806;-2,968636751;0,2088631243;0,;92,04615784;
0:0:9:750;57,52884674;14,99678707;553,6066895;0,5735999942;-2,971272707;0,2084876299;0,;92,04615784;
0:0:9:781;57,52884674;14,99846268;553,5108643;0,5744000077;-2,972779036;0,2079661787;0,;92,04615784;
0:0:9:811;57,52884674;14,99846268;553,4360962;0,5751999617;-2,972779036;0,2079661787;0,;92,04615784;
0:0:9:843;57,52884674;14,99846268;553,3809204;0,5759999752;-2,971272945;0,2085727155;0,;92,04615784;
0:0:9:875;57,52884674;15,00013828;553,3903198;0,5759999752;-2,968824863;0,2097753584;0,;92,04615784;
0:0:9:906;57,52884674;15,00013828;553,4398804;0,5759999752;-2,965812206;0,2107412815;0,;92,04615784;
0:0:9:936;57,52884674;15,00013828;553,4993896;0,5759999752;-2,962422848;0,2113523483;0,;92,04615784;
0:0:9:968;57,52884674;15,0015831;553,5326538;0,5759999752;-2,957338572;0,2111593485;0,;92,04615784;
0:0:10:0;57,52884674;15,0015831;553,5198975;0,5751999617;-2,952819586;0,2103232741;0,;92,04615784;
0:0:10:31;57,52884674;15,0015831;553,4552612;0,5751999617;-2,949054003;0,2087021619;0,;92,04615784;
0:0:10:61;57,52884674;15,00325871;553,2897949;0,5744000077;-2,945476294;0,2067435533;0,;92,04615784;
0:0:10:92;57,52884674;15,00325871;553,1409912;0,5735999942;-2,943593264;0,2056897879;0,;92,04615784;
0:0:10:125;57,52884674;15,00325871;552,9666748;0,5727999806;-2,942651749;0,2050679922;0,;92,04615784;
0:0:10:156;57,52884674;15,00493431;552,7427979;0,5719999671;-2,942840099;0,2052446157;0,;92,04615784;
0:0:10:186;57,52884674;15,00493431;552,4436646;0,5712000132;-2,94491148;0,2065673769;0,;92,04615784;
0:0:10:217;57,52884674;15,00493431;552,2248535;0,5712000132;-2,9483006;0,2084532678;0,;92,04615784;
0:0:10:250;57,52884674;15,00637913;551,9985352;0,5712000132;-2,952442884;0,2097423226;0,;92,04615784;
0:0:10:281;57,52884674;15,00637913;551,7627563;0,5712000132;-2,958091736;0,2107845992;0,;92,04615784;
0:0:10:311;57,52884674;15,00637913;551,5821533;0,5719999671;-2,962610722;0,2115059942;0,;92,04615784;
0:0:10:343;57,52884674;15,00805473;551,387085;0,5719999671;-2,96637702;0,2111943662;0,;92,04615784;
0:0:10:375;57,52884674;15,00805473;551,1593628;0,5727999806;-2,97014308;0,2108144909;0,;92,04615784;
0:0:10:406;57,52884674;15,00805473;550,7739868;0,5735999942;-2,9735322;0,2099081129;0,;92,04615784;
0:0:10:436;57,52884674;15,00973034;550,4598389;0,5744000077;-2,975038528;0,2093736529;0,;92,04615784;
0:0:10:468;57,52884674;15,00973034;550,1983032;0,5751999617;-2,974850416;0,2094831914;0,;92,04615784;
0:0:10:500;57,52884674;15,00973034;549,9702759;0,5751999617;-2,97390914;0,2099450082;0,;92,04615784;
0:0:10:531;57,52884674;15,01115417;549,7310791;0,5759999752;-2,971461296;0,2111697346;0,;92,04615784;
0:0:10:561;57,52884674;15,01115417;549,5824585;0,5759999752;-2,9684484;0,2121670842;0,;92,04615784;
0:0:10:593;57,52884674;15,01115417;549,4464722;0,5759999752;-2,965059042;0,2128162384;0,;92,04615784;
0:0:10:625;57,52884674;15,01285076;549,3672485;0,5759999752;-2,959974766;0,2126872838;0,;92,04615784;
0:0:10:656;57,52884674;15,01285076;549,3064575;0,5751999617;-2,955644131;0,2117387354;0,;92,04615784;
0:0:10:686;57,52884674;15,01285076;549,1945801;0,5751999617;-2,95206666;0,2104270607;0,;92,04615784;
0:0:10:718;57,52884674;15,01285076;549,0562744;0,5744000077;-2,949618578;0,2095432281;0,;92,04615784;
0:0:10:750;57,52884674;15,01285076;548,8249512;0,5735999942;-2,947547436;0,2084564716;0,;92,04615784;
0:0:10:781;57,52884674;15,01285076;548,6500854;0,5735999942;-2,94679451;0,2081165314;0,;92,04615784;
0:0:10:811;57,52884674;15,01285076;548,4441528;0,5727999806;-2,946982622;0,2082019448;0,;92,04615784;
0:0:10:843;57,52884674;15,0159502;548,1416626;0,5719999671;-2,949054003;0,2091264129;0,;92,04615784;
0:0:10:875;57,52884674;15,0159502;547,864502;0,5712000132;-2,952443123;0,2102487832;0,;92,04615784;
0:0:10:906;57,52884674;15,0159502;547,6218262;0,5712000132;-2,956962109;0,211093232;0,;92,04615784;
0:0:10:936;57,52884674;15,0159502;547,4628296;0,5719999671;-2,961481094;0,2118375748;0,;92,04615784;
0:0:10:968;57,52884674;15,0159502;547,3123779;0,5719999671;-2,966188908;0,2114629149;0,;92,04615784;
0:0:11:0;57,52884674;15,0159502;547,2458496;0,5719999671;-2,969954967;0,2110871822;0,;92,04615784;
0:0:11:31;57,52884674;15,01762581;547,1585693;0,5727999806;-2,973344564;0,2103539258;0,;92,04615784;
0:0:11:61;57,52884674;15,01762581;546,9650879;0,5735999942;-2,976356983;0,2092775404;0,;92,04615784;
0:0:11:92;57,52884674;15,01762581;546,7140503;0,5744000077;-2,977674484;0,2087491155;0,;92,04615784;
0:0:11:125;57,52884674;15,0193224;546,409668;0,5751999617;-2,977298021;0,208973676;0,;92,04615784;
0:0:11:156;57,52884674;15,0193224;546,0986938;0,5751999617;-2,97598052;0,2094997168;0,;92,04615784;
0:0:11:186;57,52884674;15,0193224;545,8016968;0,5751999617;-2,973909616;0,2101136297;0,;92,04615784;
0:0:11:217;57,52884674;15,02074623;545,5956421;0,5751999617;-2,971649885;0,2103907019;0,;92,04615784;
0:0:11:250;57,52884674;15,02074623;545,4108276;0,5751999617;-2,968637228;0,2100480646;0,;92,04615784;
0:0:11:281;57,52884674;15,02074623;545,2573242;0,5751999617;-2,965059519;0,209372595;0,;92,04615784;
0:0:11:311;57,52884674;15,02242184;545,0749512;0,5744000077;-2,960352421;0,2076015323;0,;92,04615784;
0:0:11:343;57,52884674;15,02242184;544,9819336;0,5744000077;-2,957339764;0,2057155818;0,;92,04615784;
0:0:11:375;57,52884674;15,02242184;544,8803101;0,5735999942;-2,955456495;0,204765141;0,;92,04615784;
0:0:11:406;57,52884674;15,02409744;544,7324829;0,5735999942;-2,954137802;0,2040347159;0,;92,04615784;
0:0:11:436;57,52884674;15,02409744;544,5545654;0,5727999806;-2,953949213;0,2039545029;0,;92,04615784;
0:0:11:468;57,52884674;15,02409744;544,3154297;0,5719999671;-2,955079556;0,2046071738;0,;92,04615784;
0:0:11:500;57,52884674;15,02554226;544,0198975;0,5712000132;-2,95771575;0,2060405463;0,;92,04615784;
0:0:11:531;57,52884674;15,02554226;543,7103882;0,5703999996;-2,963176727;0,2086786032;0,;92,04615784;
0:0:11:561;57,52884674;15,02554226;543,4950562;0,5703999996;-2,968450308;0,2105733454;0,;92,04615784;
0:0:11:593;57,52884674;15,02721786;543,3193359;0,5703999996;-2,97372365;0,2123202384;0,;92,04615784;
0:0:11:625;57,52884674;15,02721786;543,1942139;0,5712000132;-2,978808641;0,2136190385;0,;92,04615784;
0:0:11:656;57,52884674;15,02721786;543,0337524;0,5712000132;-2,98445797;0,2139474303;0,;92,04615784;
0:0:11:686;57,52884674;15,02889347;542,9465332;0,5719999671;-2,988412857;0,2134664059;0,;92,04615784;
0:0:11:718;57,52884674;15,02889347;542,8460083;0,5727999806;-2,991991282;0,2125738859;0,;92,04615784;
0:0:11:750;57,52884674;15,02889347;542,6700439;0,5735999942;-2,995004416;0,2112434804;0,;92,04615784;
0:0:11:781;57,52884674;15,03033829;542,4665527;0,5744000077;-2,995568991;0,2109464109;0,;92,04615784;
0:0:11:811;57,52884674;15,03033829;542,2103882;0,5751999617;-2,995004416;0,2111595571;0,;92,04615784;
0:0:11:843;57,52884674;15,03033829;541,9349365;0,5751999617;-2,993309975;0,2117892504;0,;92,04615784;
0:0:11:875;57,52884674;15,03201389;541,6083374;0,5751999617;-2,99048543;0,2123869061;0,;92,04615784;
0:0:11:906;57,52884674;15,03201389;541,4157715;0,5751999617;-2,987472773;0,2123152614;0,;92,04615784;
0:0:11:936;57,52884674;15,03201389;541,2520752;0,5751999617;-2,983895302;0,2115463465;0,;92,04615784;
0:0:11:968;57,52884674;15,0336895;541,1019897;0,5744000077;-2,979376554;0,210102275;0,;92,04615784;
0:0:12:0;57,52884674;15,0336895;540,9995728;0,5744000077;-2,97655201;0,2087423354;0,;92,04615784;
0:0:12:31;57,52884674;15,0336895;540,8978882;0,5735999942;-2,974480391;0,2080045789;0,;92,04615784;
0:0:12:61;57,52884674;15,03513432;540,7802734;0,5735999942;-2,973538399;0,2076155692;0,;92,04615784;
0:0:12:92;57,52884674;15,03513432;540,6403809;0,5727999806;-2,973161459;0,2074926049;0,;92,04615784;
0:0:12:125;57,52884674;15,03513432;540,3832397;0,5719999671;-2,974103451;0,2078842223;0,;92,04615784;
0:0:12:156;57,52884674;15,03680992;540,1309204;0,5712000132;-2,976739645;0,208715573;0,;92,04615784;
0:0:12:186;57,52884674;15,03680992;539,8459473;0,5703999996;-2,980882406;0,2099492848;0,;92,04615784;
0:0:12:217;57,52884674;15,03680992;539,5078125;0,5703999996;-2,987473488;0,211730212;0,;92,04615784;
0:0:12:250;57,52884674;15,03848553;539,2769775;0,5712000132;-2,993122578;0,2112436146;0,;92,04615784;
0:0:12:281;57,52884674;15,03848553;539,0656738;0,5712000132;-2,998018265;0,2106200308;0,;92,04615784;
0:0:12:311;57,52884674;15,03848553;538,8936768;0,5719999671;-3,003102779;0,2095772624;0,;92,04615784;
0:0:12:343;57,52884674;15,03993034;538,7011108;0,5719999671;-3,007998943;0,2079488784;0,;92,04615784;
0:0:12:375;57,52884674;15,03993034;538,6294556;0,5735999942;-3,01120019;0,2064681053;0,;92,04615784;
0:0:12:406;57,52884674;15,03993034;538,5418701;0,5744000077;-3,012894869;0,2054160535;0,;92,04615784;
0:0:12:436;57,52884674;15,04160595;538,4334717;0,5744000077;-3,01327157;0,2051223367;0,;92,04615784;
0:0:12:468;57,52884674;15,04160595;538,2360229;0,5751999617;-3,012141705;0,2058286816;0,;92,04615784;
0:0:12:500;57,52884674;15,04160595;538,00354;0,5751999617;-3,010635138;0,206642732;0,;92,04615784;
0:0:12:531;57,52884674;15,04328156;537,7636108;0,5751999617;-3,008563995;0,2073552758;0,;92,04615784;
0:0:12:561;57,52884674;15,04328156;537,4857788;0,5751999617;-3,004797697;0,2074987441;0,;92,04615784;
0:0:12:593;57,52884674;15,04328156;537,2658691;0,5751999617;-3,001031399;0,2068036348;0,;92,04615784;
0:0:12:625;57,52884674;15,04472637;537,0696411;0,5744000077;-2,997830153;0,2056405097;0,;92,04615784;
0:0:12:656;57,52884674;15,04472637;536,9107056;0,5744000077;-2,995005369;0,2045056522;0,;92,04615784;
0:0:12:686;57,52884674;15,04472637;536,7596436;0,5735999942;-2,99293375;0,2036796063;0,;92,04615784;
0:0:12:718;57,52884674;15,04472637;536,6937866;0,5735999942;-2,991615534;0,2031014562;0,;92,04615784;
0:0:12:750;57,52884674;15,04472637;536,6539307;0,5727999806;-2,991427183;0,2030552924;0,;92,04615784;
